transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2020-04-09,19,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,M1,BAKIRKOY
2020-04-13,22,1,OTOYOL,CAGLAYAN - EMINONU,Normal,7,7,TAM,Tam Kontur,BAKIRKOY,46Ç,
2020-04-05,18,1,OTOYOL,KAVACIK-ANADOLU KAVAGI,Normal,8,8,TAM,Tam Abonman,BEYKOZ,15A,
2020-04-14,10,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,2,2,TAM,Tam Aktarma,FATIH,M2,HALIC GUNEY
2020-04-01,14,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,20,20,TAM,Tam Abonman,USKUDAR,34A,ALTUNIZADE 2
2020-04-21,8,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,PERSONEL,Tam Aktarma,FATIH,T1,YUSUFPASA
2020-04-13,20,1,OTOYOL,GULTEPE - SISLI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,65G,
2020-04-02,18,2,RAYLI,HALKALI - GEBZE,Normal,7,7,TAM,Tam Abonman,KADIKOY,MARMARAY,SUADIYE
2020-04-22,13,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,1,1,INDIRIMLI2,Tam Kontur,BAKIRKOY,BN1,
2020-04-10,12,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,USKUDAR,34A,ALTUNIZADE 2
2020-04-28,5,1,OTOYOL,MIMAR SINAN MAHALLESI - UMRANIYE,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,131B,
2020-04-03,11,1,OTOYOL,KADIKOY-YENIDOGAN,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,14,
2020-04-30,16,1,OTOYOL,YESILPINAR-OTOGAR,Aktarma,1,1,TAM,Tam Aktarma,KAGITHANE,39O,
2020-04-10,19,1,OTOYOL,GAZIOSMANPASA - SISLI,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,55,
2020-04-30,5,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,SULTANGAZI,T4,CEBECI
2020-04-09,15,2,RAYLI,HALKALI - GEBZE,Normal,10,10,INDIRIMLI1,Indirimli Abonman,KADIKOY,MARMARAY,SOGUTLUCESME
2020-04-27,15,1,OTOYOL, EMINONU-OKMEYDANI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KAGITHANE,54E,
2020-04-20,20,1,OTOYOL,USKUDAR-SULTANMURAT MAH,Normal,2,2,TAM,Tam Abonman,ATASEHIR,15S,
2020-04-28,16,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,UCRETSIZ,Ucretsiz,KAGITHANE,34,DARULACEZE PERPA
2020-04-06,12,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,10,10,TAM,Tam Kontur,SISLI,34,CAGLAYAN
2020-04-28,19,1,OTOYOL,GUVERCINTEPE MAH-KAYASEHIR-BASAKSEHIR,Normal,4,4,TAM,Tam Kontur,KUCUKCEKMECE,78G,
2020-04-06,12,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,12,12,INDIRIMLI1,Indirimli Abonman,SISLI,M2,OSMANBEY 2 GUNEY
2020-04-15,16,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,FATIH,M2,HALIC KUZEY
2020-04-06,6,2,RAYLI,KABATAS-BAGCILAR,Normal,4,4,UCRETSIZ,Ucretsiz,GUNGOREN,T1,AKINCILAR
2020-04-03,21,3,DENİZ,ESKIHISAR-TOPCULAR,Normal,1,1,TAM,Tam Kontur,CIFTLIKKOY,İDO-KRFZ,TOPCULAR
2020-04-10,1,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2020-04-27,10,2,RAYLI,HALKALI - GEBZE,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,MARMARAY,BAKIRKOY-2
2020-04-16,18,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,UCRETSIZ,Ucretsiz,BASAKSEHIR,M3,SITELER
2020-04-30,16,2,RAYLI,TUNEL,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BEYOGLU,TUNEL,KARAKOY
2020-04-01,16,1,OTOYOL,KADIKOY-S.SAHINBEY MAH,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,14ŞB,
2020-04-13,8,1,OTOYOL,SILIVRI-YENIBOSNA,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,303,
2020-04-09,10,1,OTOYOL,K.S.SULEYMAN EGT.ARS.HST-SOGUTLU CESME-Z.BURNU METRO,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,89A,
2020-04-26,8,1,OTOYOL,TEPEUSTU-AKSARAY,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,89B,
2020-04-21,0,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,6,TAM,Tam Kontur,ESENYURT,34,BEYLIKDUZU
2020-04-28,17,1,OTOYOL,GOZTEPE MAHALLESI - BEYAZIT,Normal,97,90,TAM,Tam Kontur,BAKIRKOY,91E,
2020-04-28,21,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,98H,
2020-04-14,8,1,OTOYOL,ISTOC - BAKIRKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,KUCUKCEKMECE,98M,
2020-04-27,9,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,6,6,TAM,Tam Kontur,KUCUKCEKMECE,31,
2020-04-14,8,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,KADIKOY,M4,BOSTANCI (DOGU)
2020-04-29,17,1,OTOYOL,ATAKENT-AKSARAY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,89K,
2020-04-16,18,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,M5,UMRANIYE
2020-04-27,12,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,30A,
2020-04-29,10,1,OTOYOL,MAHMUTBEY-GUNESLI-KAZLICESME,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SARIYER,97E,
2020-04-15,16,1,OTOYOL,GAYRETTEPE - EMINONU,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,74A,
2020-04-19,18,2,RAYLI,USKUDAR-CEKMEKOY,Normal,3,3,TAM,Tam Kontur,USKUDAR,M5,BAGLARBASI
2020-04-28,14,1,OTOYOL,SULTANBEYLI-YAKACIK-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,132C,
2020-04-01,10,2,RAYLI,USKUDAR-CEKMEKOY,Normal,2,2,TAM,Tam Kontur,USKUDAR,M5,UMRANIYE
2020-04-16,15,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,10,10,INDIRIMLI1,Indirimli Kontur,SISLI,M2,ITU GUNEY
2020-04-01,7,1,OTOYOL,KARTAL-BALLICA-KURTDOGMUS,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,132D,
2020-04-10,16,1,OTOYOL,K.S.SULEYMAN EGT.ARS.HST-SOGUTLU CESME-Z.BURNU METRO,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,89A,
2020-04-28,10,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,T1,FINDIKLI
2020-04-29,8,1,OTOYOL,KADIKOY-BOSTANCI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,4,
2020-04-20,7,1,OTOYOL,YENIBOSNA METRO-ARNAVUTKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,36AY,
2020-04-20,6,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,12,12,UCRETSIZ,Ucretsiz,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2020-04-04,9,1,OTOYOL,SULTANIYE - SOGUKSU MAH. - MECIDIYEKOY,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,121BS,
2020-04-10,19,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,11,11,INDIRIMLI1,Indirimli Abonman,SISLI,M2,SISLI GUNEY
2020-04-08,12,1,OTOYOL,HAREM-PENDIK,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,16A,
2020-04-22,12,1,OTOYOL,GIYIMKENT - T.REIS - MECIDIYEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,33M,
2020-04-13,5,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2020-04-17,8,1,OTOYOL,TEPEUSTU-AKSARAY,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,89B,
2020-04-20,7,1,OTOYOL,GUNESTEPE-TAKSIM,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,92T,
2020-04-22,11,3,DENİZ,BEYKOZ-YENIKOY,Normal,5,5,TAM,Tam Kontur,BEYKOZ,BEYKOZ-YKY,BEYKOZ
2020-04-16,8,1,OTOYOL,USKUDAR-SOFULAR KOYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,ATASEHIR,139S,
2020-04-23,7,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,5,5,UCRETSIZ,Ucretsiz,PENDIK,98,
2020-04-09,7,1,OTOYOL,PENDIK-GOCBEYLI,Normal,3,3,TAM,Tam Kontur,SARIYER,133GP,
2020-04-20,20,1,OTOYOL,KADIKOY-BEYKOZ,Normal,88,82,TAM,Tam Kontur,BAKIRKOY,15BK,
2020-04-13,7,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,9,9,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,146T,
2020-04-24,10,1,OTOYOL,KADIKOY-BEYKOZ,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYKOZ,15BK,
2020-04-07,11,1,OTOYOL,KARTAL-MECIDIYEKOY-SISLI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,252,
2020-04-20,17,2,RAYLI,KABATAS-BAGCILAR,Normal,8,8,INDIRIMLI1,Indirimli Kontur,FATIH,T1,LALELI
2020-04-27,7,1,OTOYOL,USKUDAR-TUFAN MAHALLESI,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,15U,
2020-04-15,18,1,OTOYOL,YENIBOSNA METRO-KAZLICESME,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,MR20,
2020-04-28,21,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,29D,
2020-04-02,10,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAHCELIEVLER,34,YENIBOSNA
2020-04-04,8,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Ucretsiz,BASAKSEHIR,M3,TURGUT OZAL
2020-04-28,18,1,OTOYOL,CIRCIR METRO/YILDIZTABYA - TAKSIM,Normal,2,2,TAM,Tam Abonman,SARIYER,37T,
2020-04-17,12,1,OTOYOL,TOPKAPI - GOKTURK,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,48A,
2020-04-14,17,1,OTOYOL,YENIBOSNA METRO-KUYUMCUKENT,Normal,4,4,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,31K,
2020-04-20,20,1,OTOYOL,KADIKOY-BEYKOZ,Normal,1,1,TAM,Tam Kontur,BEYKOZ,15F,
2020-04-13,19,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,3,INDIRIMLI1,Tam Kontur,BEYOGLU,34,HALICIOGLU
2020-04-17,9,1,OTOYOL,ATAKENT MAHALLESI- TAKSIM,Normal,15,15,TAM,Tam Kontur,KUCUKCEKMECE,89T,
2020-04-02,18,1,OTOYOL,SEYRANTEPE - TOPKAPI,Normal,37,37,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,41ST,
2020-04-22,15,2,RAYLI,KABATAS-BAGCILAR,Aktarma,6,6,INDIRIMLI1,Indirimli Aktarma,FATIH,T1,CAPA
2020-04-13,8,2,RAYLI,KADIKOY-KARTAL,Aktarma,5,5,INDIRIMLI1,Indirimli Aktarma,MALTEPE,M4,MALTEPE
2020-04-16,8,1,OTOYOL,NUR SITESI-EMINONU,Normal,1,1,INDIRIMLI1,Tam Kontur,KAGITHANE,47N,
2020-04-22,17,1,OTOYOL,ISTINYE DEREICI - KABATAS,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,22,
2020-04-02,14,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,15,15,INDIRIMLI1,Indirimli Kontur,SISLI,34,ZINCIRLIKUYU 1
2020-04-30,16,1,OTOYOL,KARTAL-AYDINLI TOKI KONUTLARI,Normal,97,88,TAM,Tam Kontur,BAKIRKOY,133KT,
2020-04-07,14,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,TAM,Tam Abonman,ESENLER,T4,BASTABYA
2020-04-07,15,1,OTOYOL,KADIKOY-BOSTANCI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,4,
2020-04-20,8,2,RAYLI,HALKALI - GEBZE,Normal,2,2,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,MARMARAY,M.KEMAL
2020-04-29,11,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,M3,ISTOC
2020-04-27,20,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,28,27,TAM,Tam Kontur,BAKIRKOY,78,
2020-04-27,13,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,49G,
2020-04-04,14,1,OTOYOL,TASOLUK-CEBECI MAH.,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,336T,
2020-04-03,13,1,OTOYOL,BASAKSEHIR 4.ETAP - EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,146B,
2020-04-01,12,1,OTOYOL,EMINONU - KULAKSIZ,Normal,32,26,TAM,Tam Kontur,BAKIRKOY,EM1,
2020-04-08,12,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,98H,
2020-04-29,19,2,RAYLI,KABATAS-BAGCILAR,Normal,12,12,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T1,AKSEMSETTIN
2020-04-13,21,2,RAYLI,TOPKAPI-HABIBLER,Normal,4,4,TAM,Tam Kontur,GAZIOSMANPASA,T4,METRIS
2020-04-20,8,1,OTOYOL,YUNUS EMRE MAHALLESI-TOPKAPI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KAGITHANE,88,
2020-04-14,17,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,2,2,TAM,Tam Kontur,FATIH,38B,
2020-04-20,12,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,SARIYER,M2,DARUSSAFAKA
2020-04-03,22,2,RAYLI,HALKALI - GEBZE,Normal,1,1,UCRETSIZ,Ucretsiz,MALTEPE,MARMARAY,MALTEPE
2020-04-21,7,1,OTOYOL,KADIKOY-BEYKOZ,Aktarma,1,1,TAM,Tam Aktarma,KUCUKCEKMECE,15F,
2020-04-02,18,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,3,3,TAM,Tam Abonman,SARIYER,18K,
2020-04-22,5,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2020-04-05,20,1,OTOYOL,AYAZAGAKOYU - KABATAS,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,41E,
2020-04-15,7,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,13,
2020-04-01,7,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Tam Kontur,FATIH,M2,YENIKAPI GUNEY
2020-04-17,20,1,OTOYOL,BAGCILAR D.HST-CINCINDERE CAD-MECIDIYEKOY,Normal,4,4,TAM,Tam Kontur,SARIYER,33ÇM,
2020-04-25,18,1,OTOYOL,AYAZAGAKOYU - KABATAS,Normal,5,5,TAM,Tam Kontur,SARIYER,41E,
2020-04-30,18,2,RAYLI,KABATAS-BAGCILAR,Normal,3,3,UCRETSIZ,Ucretsiz,GUNGOREN,T1,CAMI
2020-04-20,19,3,DENİZ,ADALAR-BOSTANCI,Normal,1,1,TAM,Tam Kontur,ADALAR,ADALAR-BST,BURGAZADA
2020-04-14,10,2,RAYLI,KADIKOY-KARTAL,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,MALTEPE,M4,MALTEPE
2020-04-15,18,1,OTOYOL, KARTAL-AYDOS HILAL KONUTLARI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,134,
2020-04-02,9,1,OTOYOL,RUMELIHISARUSTU-SARIYER,Normal,11,11,INDIRIMLI1,Indirimli Abonman,SARIYER,59RS,
2020-04-08,11,2,RAYLI,KABATAS-BAGCILAR,Normal,2,2,UCRETSIZ,Ucretsiz,FATIH,T1,FINDIKZADE
2020-04-17,18,1,OTOYOL,ZEYTINBURNU - MECIDIYEKOY,Normal,16,16,TAM,Tam Abonman,BAKIRKOY,93M,
2020-04-15,13,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,4,3,INDIRIMLI1,Tam Kontur,KUCUKCEKMECE,79Y,
2020-04-28,14,1,OTOYOL,AKFIRAT-KARTAL,Normal,7,7,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,133AK,
2020-04-16,15,1,OTOYOL,KAVACIK-KOZYATAGI METRO,Normal,1,1,UCRETSIZ,Ucretsiz,SANCAKTEPE,15KB,
2020-04-10,18,1,OTOYOL,USTBOSTANCI-TAKSIM,Normal,15,15,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,129T,
2020-04-13,9,2,RAYLI,HALKALI - GEBZE,Normal,2,2,TAM,Tam Abonman,DARICA,MARMARAY,DARICA
2020-04-27,18,1,OTOYOL,KARTAL-YENIDOGAN,Normal,13,13,UCRETSIZ,Ucretsiz,BAKIRKOY,132S,
2020-04-13,15,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,42T,
2020-04-14,17,1,OTOYOL,ISTINYE DEREICI - KABATAS,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,22,
2020-04-10,18,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,CEKMEKOY,M5,CEKMEKOY 2
2020-04-13,7,1,OTOYOL,SILIVRI-TUYAP,Normal,6,6,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,300,
2020-04-30,19,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,BAYRAMPASA,M1,OTOGAR
2020-04-16,16,1,OTOYOL,YENISEHIR-KARTAL METRO,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,KM25,
2020-04-02,6,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,11ÜS,
2020-04-30,13,3,DENİZ,EMINONU-USKUDAR,Aktarma,40,40,TAM,Tam Aktarma,FATIH,EMINONU-USK,EMINONU USKUDAR HATTI
2020-04-17,15,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2020-04-09,13,1,OTOYOL,SIRINTEPE-SISLI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,27T,
2020-04-16,22,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,29,29,TAM,Tam Kontur,BAKIRKOY,19F,
2020-04-27,21,1,OTOYOL,CIRCIR METRO/YILDIZTABYA - MECIDIYEKOY,Normal,6,5,TAM,Tam Kontur,SARIYER,37M,
2020-04-08,19,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,8,8,TAM,Tam Aktarma,BAKIRKOY,42T,
2020-04-09,17,1,OTOYOL,KARTAL - KAYNARCA - VELIBABA MAH.,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,132V,
2020-04-28,15,1,OTOYOL,BUYUKCEKMECE-BAKIRKOY,Normal,11,11,TAM,Tam Kontur,KUCUKCEKMECE,76C,
2020-04-28,18,1,OTOYOL,MIMARSINAN – I.U.AVCILAR KAMPUSU,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,448,
2020-04-15,10,2,RAYLI,HALKALI - GEBZE,Aktarma,51,51,TAM,Tam Aktarma,KADIKOY,MARMARAY,AYRILIKCESMESI
2020-04-19,8,1,OTOYOL,YENIDOGAN-MARMARA UNIVERSITESI BASIBUYUK KAMPUSU,Normal,2,2,INDIRIMLI1,Tam Kontur,ATASEHIR,132YB,
2020-04-10,18,1,OTOYOL,YESILPINAR - SISLI,Normal,2,2,INDIRIMLI1,Tam Kontur,KAGITHANE,49Y,
2020-04-02,14,2,RAYLI,KABATAS-BAGCILAR,Normal,7,7,UCRETSIZ,Ucretsiz,BEYOGLU,T1,TOPHANE
2020-04-01,9,1,OTOYOL,ZEYTINBURNU - MECIDIYEKOY,Aktarma,22,22,TAM,Tam Aktarma,BAKIRKOY,93M,
2020-04-22,17,2,RAYLI,KADIKOY-KARTAL,Aktarma,3,3,INDIRIMLI1,Tam Aktarma,USKUDAR,M4,UNALAN
2020-04-04,12,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,13,13,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34,BAHCELIEVLER
2020-04-30,9,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,5,5,INDIRIMLI2,Indirimli Tip 2 Aktarma,FATIH,M1,EMNIYET
2020-04-10,19,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,MALTEPE,M4,ESENKENT CEVIZLI
2020-04-27,13,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,11,8,TAM,Tam Kontur,BAKIRKOY,BN1,
2020-04-28,8,2,RAYLI,HALKALI - GEBZE,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KADIKOY,MARMARAY,BOSTANCI-1
2020-04-14,20,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,FATIH,T1,EMINONU 2
2020-04-05,16,3,DENİZ,ADALAR,Normal,1,1,UCRETSIZ,Ucretsiz,ADALAR,PT-ADA,BUYUKADA
2020-04-17,8,1,OTOYOL,YENIDOGAN-KOZYATAGI METRO,Normal,1,1,PERSONEL,Tam Kontur,ATASEHIR,320Y,
2020-04-01,23,1,OTOYOL,GUNESLI-MECIDIYEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,97M,
2020-04-27,21,1,OTOYOL,YESILBAGLAR-CEVIZLI,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,KM33,
2020-04-02,19,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,8,8,INDIRIMLI1,Indirimli Abonman,BEYOGLU,M2,SISHANE KUZEY
2020-04-10,14,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,3,3,UCRETSIZ,Ucretsiz,ESENLER,M1,MENDERES
2020-04-04,9,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,97,
2020-04-04,11,1,OTOYOL,KARADOLAP MAH.-BINEVLER-SISLI,Normal,1,1,UCRETSIZ,Ucretsiz,KAGITHANE,49K,
2020-04-29,16,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,76O,
2020-04-30,21,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAHCELIEVLER,34,YENIBOSNA
2020-04-17,6,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,97,
2020-04-29,9,1,OTOYOL,ATAKENT-AKSARAY,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,89K,
2020-04-03,22,1,OTOYOL,USKUDAR-ALTBOSTANCI,Aktarma,1,1,TAM,Tam Aktarma,ATASEHIR,2,
2020-04-20,16,2,RAYLI,HALKALI - GEBZE,Normal,2,2,UCRETSIZ,Ucretsiz,ZEYTINBURNU,MARMARAY,KAZLICESME
2020-04-30,6,1,OTOYOL,KAYABASI KIPTAS-KAYASEHIR-EMINONU,Normal,2,2,TAM,Tam Abonman,KUCUKCEKMECE,79E,
2020-04-29,18,2,RAYLI,TOPKAPI-HABIBLER,Normal,4,4,UCRETSIZ,Ucretsiz,GAZIOSMANPASA,T4,SAGMALCILAR
2020-04-17,9,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,TekliBilet Tarifeli,FATIH,T1,BEYAZIT
2020-04-15,20,1,OTOYOL,YESILKENT- AVCILAR METROBUS,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,142F,
2020-04-03,22,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAYRAMPASA,M1,SAGMALCILAR
2020-04-30,17,1,OTOYOL,ESENYURT INCIRTEPE-AKSARAY,Normal,1,1,TAM,Tam Abonman,EYUPSULTAN,142E,
2020-04-17,18,1,OTOYOL,KOCAMUSTAFAPASA - BALAT,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,35D,
2020-04-09,8,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2020-04-08,8,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,16,16,TAM,Tam Abonman,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2020-04-01,18,1,OTOYOL,YEDIKULE - TAKSIM,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,80T,
2020-04-15,19,1,OTOYOL,KADIKOY-PENDIK,Aktarma,2,2,TAM,Tam Aktarma,KARTAL,16,
2020-04-21,9,1,OTOYOL,GIYIMKENT - T.REIS - MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,SARIYER,33M,
