transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2020-04-27,16,1,OTOYOL,YUNUS EMRE MAHALLESI - EMINONU,Aktarma,6,6,TAM,Tam Aktarma,SARIYER,399C,
2020-04-17,7,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,64,61,TAM,Tam Kontur,AVCILAR,34,IBB SOSYAL TESISLER
2020-04-22,19,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,34,BESYOL
2020-04-22,13,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,PERSONEL,Tam Abonman,KAGITHANE,34,DARULACEZE PERPA
2020-04-04,16,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,13,
2020-04-30,16,1,OTOYOL,S.BEYLI-M.SINAN M-UZUNCAYIR METROBUS,Normal,17,16,TAM,Tam Kontur,PENDIK,18M,
2020-04-09,14,1,OTOYOL,KADIKOY-GOLET-SULTANBEYLI,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,14KS,
2020-04-06,11,1,OTOYOL,SAHINTEPESI - YENIBOSNA METRO,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,HT20,
2020-04-21,7,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,14,13,INDIRIMLI1,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2020-04-21,14,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,76O,
2020-04-14,20,1,OTOYOL,GAZIOSMANPASA -TAKSIM,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,55T,
2020-04-22,10,1,OTOYOL,BESIKTAS-Z.KUYU-ULUS-BESIKTAS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,U2,
2020-04-20,20,1,OTOYOL,KADIKOY-ALEMDAG,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,14A,
2020-04-13,11,1,OTOYOL,CIRCIR METRO/YILDIZTABYA - EMINONU,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,37E,
2020-04-07,8,1,OTOYOL,SULTANBEYLI - YAMANEVLER METRO,Normal,1,1,INDIRIMLI1,Tam Kontur,ATASEHIR,UM73,
2020-04-29,13,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,77,68,TAM,Tam Kontur,BEYOGLU,M2,TAKSIM GUNEY
2020-04-25,17,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,TAM,Tam Kontur,BASAKSEHIR,M3,ZIYA GOKALP MAH.
2020-04-14,13,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,PERSONEL,Tam Kontur,GUNGOREN,T1,GUNGOREN
2020-04-21,8,1,OTOYOL,OTOGAR - TAKSIM,Normal,2,2,UCRETSIZ,Ucretsiz,KAGITHANE,83O,
2020-04-05,9,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,KUCUKCEKMECE
2020-04-27,12,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,KADIKOY,M4,KADIKOY (DOGU)
2020-04-09,11,1,OTOYOL,TEPEOREN-KARTAL METRO,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,132T,
2020-04-26,6,1,OTOYOL,PARSELLER MAH-UZUNCAYIR M.BUS-KADIKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SANCAKTEPE,14BK,
2020-04-17,20,1,OTOYOL,HAMIDIYE MAHALLESI-EMINONU,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,44B,
2020-04-17,11,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,18,18,INDIRIMLI1,Indirimli Aktarma,SISLI,M2,SISLI 2 KUZEY
2020-04-22,21,1,OTOYOL,KADIKOY-YENIDOGAN,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,14,
2020-04-27,8,1,OTOYOL,TARABYAUSTU - KABATAS,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,29C,
2020-04-19,18,1,OTOYOL,GAZIOSMANPASA - BESIKTAS,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,55B,
2020-04-04,20,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,2,2,TAM,Tam Abonman,KAGITHANE,150,
2020-04-24,14,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4,RAMI
2020-04-24,17,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,UMRANIYE,M5,ALTINSEHIR
2020-04-28,14,1,OTOYOL,ESENKENT - HUZUREVI METRO,Normal,2,2,UCRETSIZ,Ucretsiz,KARTAL,KM48,
2020-04-06,11,1,OTOYOL,SILIVRI-YENIBOSNA,Normal,4,4,INDIRIMLI1,Tam Kontur,BAKIRKOY,303,
2020-04-29,16,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,KUCUKCEKMECE,79Y,
2020-04-25,8,1,OTOYOL,USKUDAR-ALTBOSTANCI,Normal,1,1,INDIRIMLI1,Tam Kontur,SANCAKTEPE,2,
2020-04-04,12,1,OTOYOL,HALKALI ISTASYON - EMINONU,Aktarma,2,2,INDIRIMLI1,Tam Aktarma,BAKIRKOY,BN1,
2020-04-19,18,1,OTOYOL,HACI OSMAN METRO - KILYOS,Normal,15,15,TAM,Tam Kontur,SARIYER,151,
2020-04-10,6,1,OTOYOL,KADIKOY-USKUDAR,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,12A,
2020-04-16,17,2,RAYLI,HALKALI - GEBZE,Aktarma,2,2,TAM,Tam Aktarma,PENDIK,MARMARAY,PENDIK
2020-04-27,9,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,PENDIK,18K,
2020-04-07,19,1,OTOYOL,BASINSITESI - TAKSIM,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,97T,
2020-04-27,6,1,OTOYOL,UMRANIYE-ESATPASA-GOZTEPE,Normal,1,1,TAM,Tam Abonman,FATIH,10G,
2020-04-03,16,3,DENİZ,USKUDAR-EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,USKUDAR-EMN,USKUDAR
2020-04-23,8,1,OTOYOL,SEYRANTEPE-GULTEPE-PERPA,Normal,2,2,TAM,Tam Kontur,KAGITHANE,65A,
2020-04-03,21,1,OTOYOL,G.O.PASA FIZIK TED.HST-KOCATEPE METRO,Normal,1,1,PERSONEL,Tam Kontur,SARIYER,HT5,
2020-04-13,15,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,3,3,INDIRIMLI1,Indirimli Abonman,PENDIK,79F,
2020-04-13,14,1,OTOYOL,KADIKOY-TUZLA,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,130,
2020-04-27,17,1,OTOYOL,YENISEHIR- PENDIK METRO / PENDIK YHT,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SARIYER,KM27,
2020-04-11,8,1,OTOYOL,SEYRANTEPE - TOPKAPI,Normal,2,2,TAM,Tam Abonman,SARIYER,41ST,
2020-04-10,20,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BASAKSEHIR,M3,ZIYA GOKALP MAH.
2020-04-02,15,2,RAYLI,KABATAS-BAGCILAR,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,FATIH,T1,CAPA
2020-04-29,7,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,7,7,UCRETSIZ,Ucretsiz,SISLI,M2,GAYRETTEPE
2020-04-03,7,1,OTOYOL,ARNAVUTKOY - MECIDIYEKOY,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,336M,
2020-04-29,9,1,OTOYOL,ESATPASA-ATASEHIR-YEDITEPE UNV.,Normal,10,10,TAM,Tam Kontur,SANCAKTEPE,10A,
2020-04-13,7,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M2,HALIC KUZEY
2020-04-03,18,1,OTOYOL,KUCUKCEKMECE FATIH MAH.-BAKIRKOY,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,KUCUKCEKMECE,98TB,
2020-04-27,17,1,OTOYOL,PASAKOY-YENIDOGAN-YAMANEVLER METRO,Normal,3,3,TAM,Tam Kontur,KARTAL,UM61,
2020-04-30,12,1,OTOYOL,CEBECI MAHALLESI - EMINONU,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,36CE,
2020-04-08,20,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,SEFAKOY
2020-04-28,9,1,OTOYOL,KAYASEHIR-YENIBOSNA METRO,Normal,8,8,INDIRIMLI1,Indirimli Abonman,PENDIK,79K,
2020-04-04,10,1,OTOYOL,YESILPINAR-BAKIRKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,94Y,
2020-04-14,15,1,OTOYOL,YESILPINAR-BAKIRKOY,Normal,9,8,TAM,Tam Kontur,KAGITHANE,94Y,
2020-04-28,17,1,OTOYOL,HACIOSMAN METRO-KOCTAS,Aktarma,2,2,TAM,Tam Aktarma,SARIYER,HM1,
2020-04-08,18,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - BAKIRKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,98B,
2020-04-20,15,3,DENİZ,SIRKECI-HAREM,Normal,2,2,INDIRIMLI2,Tam Kontur,FATIH,İDO-İST2,SIRKECIHAREM
2020-04-13,13,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2020-04-16,9,3,DENİZ,ADALAR-KABATAS,Normal,2,2,TAM,Tam Kontur,ADALAR,ADALAR-KBT,KINALIADA
2020-04-25,17,1,OTOYOL,GOKTURK KOYU-4. LEVENT METRO ,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,48L,
2020-04-04,8,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,16,16,TAM,Tam Kontur,BAKIRKOY,M1,BAKIRKOY
2020-04-27,6,3,DENİZ,BARBAROS-E.KADIKOY,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BESIKTAS,BARBAROS-E.KDK,BARBAROS
2020-04-09,11,1,OTOYOL,BASIBUYUK-SUREYYAPASA HTS.-MALTEPE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KARTAL,KM42,
2020-04-15,12,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,KUCUKCEKMECE
2020-04-10,15,2,RAYLI,LEVENT-HISAR USTU,Normal,1,1,UCRETSIZ,Ucretsiz,SISLI,M6,LEVENT DOGU KONKORS
2020-04-20,16,1,OTOYOL,GUNESLI-EMINONU,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,97GE,
2020-04-28,13,1,OTOYOL,FATIH SULTAN MEHMET- SISLI,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,59N,
2020-04-13,7,3,DENİZ,ADALAR,Normal,5,5,UCRETSIZ,Ucretsiz,KARTAL,PT-ADA,KARTAL
2020-04-14,11,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BASAKSEHIR,M3,OLIMPIYAT BATI
2020-04-30,8,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,TekliBilet Tarifeli,EYUPSULTAN,34,EDIRNEKAPI
2020-04-28,11,2,RAYLI,HALKALI - GEBZE,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,KADIKOY,MARMARAY,BOSTANCI-1
2020-04-22,13,1,OTOYOL,SAHINTEPESI-BASAKSEHIR,Normal,10,7,TAM,Tam Kontur,KUCUKCEKMECE,78Ş,
2020-04-29,19,1,OTOYOL,VEYSEL KARANI / SAMANDIRA - KOZYATAGI METRO,Normal,1,1,TAM,Tam Kontur,ATASEHIR,19V,
2020-04-21,11,1,OTOYOL,AYAZAGAKOYU - KABATAS,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,41E,
2020-04-30,11,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,522ST,
2020-04-04,16,1,OTOYOL,S.SAHINBEY-MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,ATASEHIR,122M,
2020-04-10,20,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,14R,
2020-04-30,7,2,RAYLI,USKUDAR-CEKMEKOY,Normal,3,3,TAM,Tam Kontur,USKUDAR,M5,KISIKLI
2020-04-07,14,1,OTOYOL,AKSEMSETTIN MAH. - EMINONU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,99,
2020-04-22,17,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,522,
2020-04-20,21,1,OTOYOL,FENERTEPE-YENIBOSNA METRO,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,KUCUKCEKMECE,79FY,
2020-04-09,16,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,22,21,TAM,Tam Abonman,BAKIRKOY,29D,
2020-04-29,9,1,OTOYOL,GUNESTEPE-TAKSIM,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,92T,
2020-04-29,17,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Normal,2,1,UCRETSIZ,Ucretsiz,BAKIRKOY,DT2,
2020-04-14,8,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2,LEVENT GUNEY
2020-04-13,20,1,OTOYOL,GUNESLI-EMINONU,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,97GE,
2020-04-02,13,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,PERSONEL,Tam Abonman,MALTEPE,M4,HUZUREVI
2020-04-10,23,1,OTOYOL,KARTAL-MECIDIYEKOY-SISLI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,252,
2020-04-16,13,2,RAYLI,KADIKOY-KARTAL,Aktarma,12,12,TAM,Tam Aktarma,USKUDAR,M4,GOZTEPE
2020-04-09,21,1,OTOYOL,ESENLER - TAVSANTEPE METRO/ KARTAL,Normal,1,1,TAM,Tam Abonman,KARTAL,132F,
2020-04-17,7,1,OTOYOL,KADIKOY-ESENSEHIR,Aktarma,15,15,TAM,Tam Aktarma,BAKIRKOY,14ES,
2020-04-07,7,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,TekliBilet Tarifeli,EYUPSULTAN,34,EDIRNEKAPI
2020-04-04,8,1,OTOYOL, EMINONU-OKMEYDANI,Normal,15,15,TAM,Tam Kontur,BAKIRKOY,54E,
2020-04-20,15,1,OTOYOL,KADIKOY-ALEMDAG,Normal,31,29,TAM,Tam Kontur,BAKIRKOY,14A,
2020-04-08,20,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,M2,SEYRANTEPE 1 BATI
2020-04-05,16,1,OTOYOL,KAYASEHIR-BAKIRKOY,Normal,1,1,TAM,Tam Kontur,PENDIK,79B,
2020-04-02,7,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,MARMARAY,M.KEMAL
2020-04-07,17,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,ZEYTINBURNU,T1,ATATURK OGRENCI YURDU
2020-04-28,16,1,OTOYOL,YENIKAPI - SISLI,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,77,
2020-04-17,7,1,OTOYOL,KUCUKSU-CAVUSBASI-CENGELDERE,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BEYKOZ,15ÇB,
2020-04-13,10,1,OTOYOL,KARTAL-SULTANBEYLI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ATASEHIR,132K,
2020-04-03,19,1,OTOYOL,ARNAVUTKOY-EMINONU,Normal,12,11,TAM,Tam Kontur,FATIH,336,
2020-04-06,20,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Aktarma,14,14,TAM,Tam Aktarma,BAKIRKOY,142,
2020-04-30,15,1,OTOYOL,YESILPINAR - YENIKAPI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KAGITHANE,39D,
2020-04-13,15,1,OTOYOL,EMINONU -KULAKSIZ,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,EM2,
2020-04-22,6,1,OTOYOL,BEYLIKDUZU - CEVIZLIBAG,Normal,3,3,PERSONEL,Tam Abonman,EYUPSULTAN,34C,
2020-04-13,7,1,OTOYOL,GIYIMKENT - T.REIS - EMINONU,Normal,3,3,TAM,Tam Abonman,SARIYER,33,
2020-04-28,10,1,OTOYOL,YENIBOSNA METRO-ARNAVUTKOY,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,36AY,
2020-04-14,17,1,OTOYOL,CEBECI MAHALLESI-TASOLUK-HARACCI,Normal,19,18,TAM,Tam Kontur,FATIH,36HT,
2020-04-09,10,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Aktarma,21,21,TAM,Tam Aktarma,BAKIRKOY,89C,
2020-04-24,19,1,OTOYOL,PENDIK-GOCBEYLI,Normal,1,1,TAM,Tam Abonman,SARIYER,133GP,
2020-04-06,17,2,RAYLI,HALKALI - GEBZE,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,MARMARAY,BAKIRKOY-1
2020-04-01,9,1,OTOYOL,TARABYAUSTU - KABATAS,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,29C,
2020-04-13,9,1,OTOYOL,SARIYER-BESIKTAS,Normal,1,1,PERSONEL,Tam Kontur,SARIYER,40B,
2020-04-22,6,1,OTOYOL,HAZNEDAR - EMINONU,Normal,15,15,TAM,Tam Kontur,SARIYER,92C,
2020-04-16,7,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,PERSONEL,Tam Kontur,ZEYTINBURNU,T1,TOPKAPI
2020-04-09,18,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,M1,ATAKOY
2020-04-05,6,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,7,7,TAM,Tam Aktarma,SISLI,M2,SISLI 2 KUZEY
2020-04-09,14,1,OTOYOL,KADIKOY-TURKIS BLOKLARI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19T,
2020-04-08,18,1,OTOYOL,KAYABASI KIPTAS-MECIDIYEKOY,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,79KM,
2020-04-24,17,1,OTOYOL,K.S.S HASTANESI-B.CEKMECE DEVLET HASTANESI,Normal,3,3,TAM,Tam Kontur,EYUPSULTAN,142B,
2020-04-03,17,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,AVCILAR,34,SUKRUBEY
2020-04-17,17,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,12,12,TAM,Tam Kontur,ATASEHIR,14ES,
2020-04-09,16,2,RAYLI,HALKALI - GEBZE,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2020-04-22,9,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,3,3,TAM,Tam Abonman,FATIH,M1,AKSARAY 1
2020-04-30,7,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,20,19,UCRETSIZ,Ucretsiz,BAKIRKOY,98S,
2020-04-27,9,2,RAYLI,KADIKOY-KARTAL,Normal,4,4,UCRETSIZ,Ucretsiz,ATASEHIR,M4,KOZYATAGI
2020-04-07,18,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,TAM,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2020-04-30,15,2,RAYLI,HALKALI - GEBZE,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,MARMARAY,BAKIRKOY-1
2020-04-07,10,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,4,4,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,M1,BAKIRKOY
2020-04-29,15,1,OTOYOL,KARTAL-GUZELYALI,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,133,
2020-04-21,11,1,OTOYOL,DRAMAN - BEYAZIT,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,90B,
2020-04-01,11,2,RAYLI,KADIKOY-KARTAL,Aktarma,1,1,TAM,Tam Aktarma,KADIKOY,M4,AYRILIKCESME
2020-04-14,14,2,RAYLI,HALKALI - GEBZE,Normal,3,3,TAM,Tam Abonman,KADIKOY,MARMARAY,AYRILIKCESMESI
2020-04-13,17,1,OTOYOL,GULBAG - EMINONU,Normal,10,9,TAM,Tam Kontur,BAKIRKOY,66,
2020-04-06,6,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,MALTEPE,MARMARAY,MALTEPE
2020-04-30,19,1,OTOYOL,AYDINLI TOKI-KARTAL METRO,Aktarma,6,6,TAM,Tam Aktarma,BAKIRKOY,KM11,
2020-04-14,8,1,OTOYOL,UMRANIYE-OMERLI-(HUSEYINLI KOYU),Aktarma,1,1,TAM,Tam Aktarma,ATASEHIR,138,
2020-04-06,12,1,OTOYOL,ATAKOY - TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,71T,
2020-04-08,14,2,RAYLI,KABATAS-BAGCILAR,Normal,2,2,UCRETSIZ,Ucretsiz,GUNGOREN,T1,GUNESTEPE
2020-04-13,8,3,DENİZ,ADALAR,Normal,7,7,TAM,Tam Kontur,ADALAR,MT-ADA,BUYUKADA
2020-04-01,7,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,UCRETSIZ,Ucretsiz,GUNGOREN,T1,AKINCILAR
2020-04-10,8,1,OTOYOL,CIRCIR METRO/YILDIZTABYA - EMINONU,Normal,5,5,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,37E,
2020-04-17,16,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,22,22,INDIRIMLI1,Indirimli Abonman,GUNGOREN,M1,MERTER
2020-04-03,11,1,OTOYOL,KOCAMUSTAFAPASA - EMINONU,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,35,
2020-04-06,12,1,OTOYOL,FATIH SULTAN MEHMET- SISLI,Aktarma,1,1,PERSONEL,Tam Aktarma,BAKIRKOY,59N,
2020-04-22,17,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,IBB SOSYAL TESISLER
2020-04-19,7,1,OTOYOL,KAGITHANE-CELIKTEPE-KABATAS,Normal,4,4,TAM,Tam Abonman,SARIYER,63,
2020-04-28,18,1,OTOYOL,FENERTEPE PERONLAR/BASAKSEHIR - YENIBOSNA METRO,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,78B,
2020-04-15,7,1,OTOYOL,ORTACESME-KAVACIK-CAVUSBASI-UMRANIYE DEV.HST,Normal,1,1,UCRETSIZ,Ucretsiz,BEYKOZ,20,
2020-04-03,7,1,OTOYOL,KAVAKPINAR-KARTAL METRO,Normal,2,2,UCRETSIZ,Ucretsiz,ATASEHIR,KM24,
2020-04-01,10,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,BN1,
2020-04-19,5,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,MARMARAY,KUCUKCEKMECE
2020-04-16,17,1,OTOYOL,TASDELEN-KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,KARTAL,9K,
2020-04-15,6,1,OTOYOL,BASIN TESISLERI-Y.BOSNA METRO,Normal,8,8,TAM,Tam Abonman,KAGITHANE,HT12,
2020-04-02,9,1,OTOYOL,MARMARA EGITIM KOY.- SITELER--MALTEPE,Aktarma,1,1,TAM,Tam Aktarma,SANCAKTEPE,KM44,
2020-04-20,20,2,RAYLI,KADIKOY-KARTAL,Normal,10,9,TAM,Tam Kontur,MALTEPE,M4,GULSUYU
2020-04-28,21,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,BN1,
